lineId	lineText	lineOptions	charId1	charId2	scoreEnd	SFX	BGM	Dialogue	BG	GOTO	VFX	
Fri014	(<i>I feel miserable just walking back home.</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerDefeatedClosedMouth:false		0				Tent	Fri015	changeLoc	
Fri015	How are you doing, Celia? Feeling better?		Eliza_SicklyBodyHandUpPalm_SickHeadFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	1				Celia_House	Fri016	null	
Fri016	I’m feeling much better now that you’re here, Liz.		Eliza_SicklyBodyHandDown_SickHeadFlowerWorriedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskNeutral:true	0				Celia_House	9999	null	
Fri017	(<i>No matter how sick she gets, she’s always trying to lift up the mood.</i>)		Eliza_SicklyBodyHandDown_SickHeadFlowerSmileClosedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Fri018	null	
Fri018	You’re still in bed! You always come by the clinic in the morning. What happened?		Eliza_SicklyBodyHandUpPalm_SickHeadFlowerSurprisedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Fri019	null	
Fri019	I was feeling too unsteady to walk. I feel so exhausted all the time, and I feel like my head is spinning every time I stand up. But, I’m actually feeling a bit better after seeing you.		Eliza_SicklyBodyHandDown_SickHeadFlowerNeutralClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:true	0				Celia_House	Fri020	null	
Fri020	(<i>She feels better with me just being here? This feels familiar somehow…..</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerSurprisedClosedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Fri021	null	
Fri021	You don’t need to get up and be hospitable, you’re sick.		Eliza_SicklyBodyHandUpPalm_SickHeadFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Fri022	null	
Fri022	Like I said, I’m feeling better. I don’t even feel dizzy when I stand up anymore.		Eliza_SicklyBodyHandDown_SickHeadFlowerNeutralClosedMouth:false	Celia_SicklyBodyHandsTogether_SicklyFaceMaskHappy:true	0				Celia_House	Fri023	null	
Fri023	How are you feeling? Do you need me to get anything from the market today or tend to your shop?		Eliza_SicklyBodyHandUpPalm_SickHeadFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandsTogether_SicklyFaceMaskHappy:false	0				Celia_House	Fri024	null	
Fri024	No, it’s fine… I made sure that the shop would be fine without me. I don’t have any errands to run today, so let’s just spend some time together. Could you do that for me, Liz?		Eliza_SicklyBodyHandDown_SickHeadFlowerNeutralClosedMouth:false	Celia_SicklyBodyHandsTogether_SicklyFaceMaskNeutral:true	0				Celia_House	Fri025	null	
Fri025	That would be my pleasure.		Eliza_SicklyBodyHandDown_SickHeadFlowerSmileOpenedMouth:true	Celia_SicklyBodyHandsTogether_SicklyFaceMaskNeutral:false	0				Celia_House	Fri026	null	
Fri026	Eliza and Celia spent the whole day talking and resting together. Celia mentions that the flowers are starting to bloom because of the start of spring, how people are getting more desperate, and how things seem to be changing for the worse nowadays. Eliza’s eyes never leave Celia’s form as she talks about the future, inwardly agonizing about the cruelty of fate taking someone so bright and cheery from this world.				0				Celia_House	Fri027	null	
Fri027	They talked about dreams, about hope, about what could be… and until the night fell, Eliza’s hand never left Celia’s as they both sailed down the river of sleep				0				Celia_House	Fri028	null	
Fri028	(<i>It feels like a weight has landed upon my shoulders.</i>)		Eliza_SicklyBodyHandDown_SickHeadFlowerWorriedClosedMouth:true		0		BGM_2		Celia_House	Fri029	null	
Fri029	(<i>It feels like I’m drowning in a tornado of uncertainty and chaos.</i>)		Eliza_SicklyBodyHandDown_SickHeadFlowerWorriedClosedMouth:true		0				Celia_House	Fri030	null	
Fri030	(<i>Everything feels like it’s spinning, and my head is killing me… But I know there is work to be done.</i>)		Eliza_SicklyBodyHandDown_SickHeadFlowerDefeatedClosedMouth:true		0				Celia_House	Fri031	null	
Fri031	(<i>I must do something- at least then my life would be worth something.</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerAngryClosedMouth:true		0				Celia_House	Sat001	changeLoc	
Sat001	It's Saturday, Eliza feels the end is coming closer. She feels like she has to make a choice today, to make it all worth it.		Eliza_SicklyBodyHandDown_SickHeadFlowerDefeatedClosedMouth:true		0		BGM_1		Black_Screen	Sat002	null	
Sat002	(<i>I have to try to find a cure… I want to see Celia one last time… I need to make a choice.</i>)	Stay at the clinic:Sat003;Go to Eliza:Sat011	Eliza_SicklyBodyHandDown_SickHeadFlowerAngryClosedMouth:true		0				Black_Screen	-1	null	
Sat003	(<i>Work begins in the morning, trying out different herbs and mixtures.</i>)		Eliza_SicklyBodyHandDown_SickHeadFlowerAngryClosedMouth:true		1				Black_Screen	Sat004	changeLoc	
Sat004	(<i>I can feel it….. I’m so close to the cure….. I just need one last thing.</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerAngryOpenedMouth:true		0				Tent	Sat005	null	
Sat005	(<i>I can’t think of anything…… I have no choice, this is how far I can take it….. I hope this works as a cure</i>)		Eliza_SicklyBodyHandDown_SickHeadFlowerDefeatedOpenedMouth:true		0				Tent	Sat006	null	
Sat006	(<i>Wait… The patients and Celia all felt better after they talked to me. No… It can’t be me. The flower?</i>)		Eliza_SicklyBodyHandDown_SickHeadFlowerSurprisedClosedMouth:true		0				Tent	Sat007	null	
Sat007	*I raise my hand up to my hat, touching the Celia flower that rested on it*		Eliza_SicklyBodyHandUpPalm_SickHeadFlowerSurprisedClosedMouth:true		0				Tent	Sat009	null	
Sat008	(<i>Just this little thing? Is it a psychological effect, or is it medical… I don’t have the time to test it.</i>)		Eliza_SicklyBodyHandDown_SickHeadFlowerSurprisedOpenedMouth:true		0				Tent	Sat010	null	
Sat009	*Eliza adds the blue flower to the cure.*		Eliza_SicklyBodyHandUpPalm_SickHeadNOFlowerThinkingClosedMouth:true		0				Tent	Sat011	null	
Sat010	(<i>I can’t think of anything…… I have no choice, this is how far I can take it….. I hope this works as a cure</i>)		Eliza_SicklyBodyHandUpPalm_SickHeadNOFlowerThinkingOpenedMouth:true		0				Tent	9999	null	
Sat011	Celia...		Eliza_SicklyBodyHandDown_SickHeadNOFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Sat012	null	
Sat012	Hi, Liz…		Eliza_SicklyBodyHandDown_SickHeadNOFlowerWorriedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskNeutral:true	0				Celia_House	Sat013	null	
Sat013	Feeling better?		Eliza_SicklyBodyHandDown_SickHeadNOFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskNeutral:false	0				Celia_House	Sat014	null	
Sat014	Yes, with you here by my side…		Eliza_SicklyBodyHandDown_SickHeadNOFlowerWorriedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:true	0				Celia_House	Sat015	null	
Sat015	I’ll be here all day, Celia. Let me know if you need anything.		Eliza_SicklyBodyHandUpPalm_SickHeadNOFlowerDefeatedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Sat016	null	
Sat016	Mmkay...		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:true	0				Celia_House	Sat017	null	
Sat017	*I pull up a chair to sit next to Celia’s bed, caressing her hand gently.*		Eliza_SicklyBodyHandUpPalm_SickHeadNOFlowerWorriedClosedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Sat018	null	
Sat018	I’m sorry, I wasn’t able to find a cure… I don’t know what to do anymore!		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Sat019	null	
Sat019	Hey… It's okay. I'm glad you could be here with me… That’s all that matters.		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:true	0				Celia_House	Sat020	null	
Sat020	*Through the day Eliza sees Celia wasting away…. Her joyous and cheery nature falls to despondence and desperation.*		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:false	0				Celia_House	Sat021	null	
Sat021	Eliza…. I don’t want to die…. I want to live… I want to bring you more and more flowers….. Please don’t let me leave… I don’t want to leave…….Please……….Please………. Plea………		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedClosedMouth:false	Celia_SicklyBodyHandsTogether_SicklyFaceMaskTears:true	0				Celia_House	Sat022	null	
Sat022	*Eliza watches Celia close her eyes falling asleep, pleading weakly for a life she would never have……*		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedClosedMouth:false	Celia_SicklyBodyHandsTogether_SicklyFaceMaskSorrow:false	0				Celia_House	Sat023	null	
Sat023	(<i>I've done all I can.</i>)		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedClosedMouth:true		0		BGM_2		Celia_House	Sat024	null	
Sat024	(<i>I have to accept my choices whether they be good or bad in the end.</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadNOFlowerAngryClosedMouth:true		0				Celia_House	Sun001	changeLoc	
Sun001	Time, unbothered by hope or hesitation, carries all things forward.				0		BGM_1		Black_Screen	Sun002	null	
Sun002	The days have unravelled, one by one, like threads pulled loose from a fading tapestry.				0				Black_Screen	Sun003	null	
Sun003	Along the way, choices were made, quiet ones, desperate ones, ones that may never be fully understood.				0				Black_Screen	Sun004	null	
Sun004	And now, the final day arrives. Not as a reckoning, but as a turning of the page.				0				Black_Screen	Sun005	null	
Sun005	The beginning of the end. What comes next waits just beyond the silence.				0				Black_Screen	Sun006	null	
Sun006	Light filters through thin curtains. The world is quiet, but too still.				0				Black_Screen	Sun007	changeLoc	
Sun007	(<i>My body’s numb.</i>)		Eliza_SicklyBodyHandDown_SickHeadNOFlowerWorriedClosedMouth:true		0				Celia_House	Sun008	null	
Sun008	(<i>I can barely tell if I’m breathing anymore.</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadNOFlowerWorriedOpenedMouth:true		0				Celia_House	Sun009	null	
Sun009	(<i>My fingers won’t close, my throat burns, and I can’t feel my legs.</i>)		Eliza_SicklyBodyHandUpPalm_SickHeadNOFlowerDefeatedClosedMouth:true		0				Celia_House	Sun010	null	
Sun010	(<i>This is it… the final day. My last chance to make any of this mean something.</i>)				0				Celia_House	END	changeLoc	
Sun011	The counter is cluttered with half-finished vials, torn notes, and drying herbs. The flower Celia once gave sits wilted by the window.				0				Tent	Sun012	null	
Sun012	(<i>I didn’t go to her… I kept telling myself there would be time.</i>)		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedClosedMouth:true		0				Tent	Sun013	null	
Sun013	(<i>And now I don’t even know if she’s still breathing.</i>)		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedClosedMouth:true		0				Tent	Sun014	null	
Sun014	(<i>I thought I could make something here. Something to save everyone.</i>)		Eliza_SicklyBodyHandDown_SickHeadNOFlowerWorriedClosedMouth:true		0				Tent	Sun015	null	
Sun015	(<i>I thought maybe… I could even save her.</i>)		Eliza_SicklyBodyHandDown_SickHeadNOFlowerWorriedClosedMouth:true		0				Tent	Sun016	null	
Sun016	Eliza moves slowly, shakily reaching for her notes.		Eliza_SicklyBodyHandUpPalm_SickHeadNOFlowerWorriedClosedMouth:false		0				Tent	Sun017	null	
Sun017	(<i>I’ve tried everything. Every root, every ratio, every formulation.</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadNOFlowerWorriedClosedMouth:true		0				Tent	Sun018	null	
Sun018	(<i>But something’s still missing. I can feel it.</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadNOFlowerAngryClosedMouth:true		0				Tent	Sun019	null	
Sun019	(<i>I never found the last piece.</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadNOFlowerAngryClosedMouth:true		0				Tent	Sun020	null	
Sun020	She slumps into the chair, eyes half-lidded. The formula in the vial glows faintly, unfinished.		Eliza_SicklyBodyHandDown_SickHeadNOFlowerCalmClosedMouth:false		0				Tent	Sun021	null	
Sun021	(<i>No time left.</i>)		Eliza_SicklyBodyHandDown_SickHeadNOFlowerWorriedClosedMouth:true		0				Tent	Sun022	null	
Sun022	(<i>Maybe this is where it ends. Maybe it’s enough that I tried.</i>)		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedClosedMouth:true		0	Heartbeat			Tent	Sun023	null	
Sun023	Eliza raises the vial to her lips and drinks. Her hand trembles. Her vision swims.		Eliza_SicklyBodyHandUpPalm_SickHeadNOFlowerDefeatedOpenedMouth:true		0	Outside_Ambience			Tent	Sun024	null	
Sun024	(<i>Celia… I’m sorry.</i>)		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedClosedMouth:true		0				Tent	Sun025	null	
Sun025	A soft heartbeat, steady at first… then weaker… then silence.				0				Tent	Sun026	changeLoc	
Sun026	Sunlight is clearer. The sky outside is calm.				0	Rustle2			Celia_House	Sun027	null	
Sun027	(<i>…I’m awake?</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadNOFlowerThinkingClosedMouth:true		0				Celia_House	Sun028	null	
Sun028	(<i>Alive?</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadNOFlowerThinkingOpenedMouth:true		0				Celia_House	Sun029	null	
Sun029	She lifts herself from the cot. Her breath comes easily. The weight in her chest is gone.		Eliza_HealthyBodyHandUpPalm_HealthyHeadNOFlowerAngryClosedMouth:true		0				Celia_House	Sun030	null	
Sun030	(<i>It worked… not yesterday. Not when I needed it to… but it worked.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadNOFlowerSmileClosedMouth:true		0				Celia_House	Sun031	null	
Sun031	(<i>I’m still here.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadNOFlowerSmileOpenedMouth:true		0				Celia_House	Sun032	null	
Sun032	She slowly approaches the window. A soft breeze pushes against the curtains.		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerWorriedClosedMouth:true		0				Celia_House	Sun033	null	
Sun033	(<i>But she’s not.</i>)		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerWorriedOpenedMouth:true		0				Celia_House	Sun034	null	
Sun034	Celia's bed is empty. Her voice echoes faintly from memory.		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerDefeatedClosedMouth:true		0				Celia_House	Sun035	null	
Sun035	“Let’s just spend time together… is that fine, Eliza?”		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerDefeatedClosedMouth:true	Celia_HealthyBodyHandDown_HealthyHeadHappyMouthOpen:false	0				Celia_House	Sun036	null	
Sun036	Eliza picks up the faded blue flower and presses it gently between the pages of her notebook.		Eliza_HealthyBodyHandUpPalm_HealthyHeadNOFlowerDefeatedClosedMouth:true		0	Paper			Celia_House	Sun037	null	
Sun037	(<i>You gave me everything you could. Your time. Your trust. Even your warmth.</i>)		Eliza_HealthyBodyHandUpDown_HealthyHeadNOFlowerDefeatedOpenedMouth:true		0	Writing			Celia_House	Sun038	null	
Sun038	(<i>My hands may have made this cure… but it was born from you.</i>)		Eliza_HealthyBodyHandUpDown_HealthyHeadNOFlowerDefeatedOpenedMouth:true		0				Celia_House	Sun039	null	
Sun039	She opens a fresh page in her journal and writes.		Eliza_HealthyBodyHandUpPalm_HealthyHeadNOFlowerDefeatedClosedMouth:true		0				Celia_House	Sun040	changeLoc	
Sun040	“Celia.”		Eliza_HealthyBodyHandUpDown_HealthyHeadNOFlowerDefeatedOpenedMouth:true		0				Black_Screen	Sun041	null	
Sun041	That’s what they’ll call it. The one that came too late for you… But just in time for me.		Eliza_HealthyBodyHandUpDown_HealthyHeadNOFlowerDefeatedOpenedMouth:true		0				Black_Screen	Sun093	changeLoc	
Sun042	Hey, Celia.		Eliza_SicklyBodyHandDown_SickHeadFlowerDefeatedClosedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Sun043	null	
Sun043	*Cough, Cough* Hey Liz, what’s wrong?		Eliza_SicklyBodyHandDown_SickHeadFlowerDefeatedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskNeutral:false	0	Cough			Celia_House	Sun044	null	
Sun044	You…I…Couldn’t do it.		Eliza_SicklyBodyHandDown_SickHeadFlowerDefeatedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskNeutral:false	0				Celia_House	Sun045	null	
Sun045	There’s no way I can make a cure. So many other researchers have tried, and I just can’t-		Eliza_SicklyBodyHandDown_SickHeadFlowerDefeatedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskNeutral:false	0				Celia_House	Sun046	null	
Sun046	*She grabs my arm, patting the bed*		Eliza_SicklyBodyHandDown_SickHeadFlowerDefeatedOpenedMouth:false	Celia_SicklyBodyHandUp_SicklyFaceMaskHappy:true	0	Rustle			Celia_House	Sun047	null	
Sun047	Sit down		Eliza_SicklyBodyHandDown_SickHeadFlowerDefeatedClosedMouth:false	Celia_SicklyBodyHandUp_SicklyFaceMaskHappy:true	0				Celia_House	Sun048	null	
Sun048	I…		Eliza_SicklyBodyHandDown_SickHeadFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandUp_SicklyFaceMaskHappy:false	0				Celia_House	Sun049	null	
Sun049	(<i>Her strength is almost gone, I can’t even feel her tugging my sleeve.</i>)		Eliza_SicklyBodyHandDown_SickHeadFlowerWorriedClosedMouth:true	Celia_SicklyBodyHandUp_SicklyFaceMaskHappy:false	0				Celia_House	Sun050	null	
Sun050	Alright…		Eliza_SicklyBodyHandDown_SickHeadFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandUp_SicklyFaceMaskHappy:false	0				Celia_House	Sun051	null	
Sun051	*Following her instructions, I sat next to her.*		Eliza_SicklyBodyHandDown_SickHeadFlowerWorriedClosedMouth:true	Celia_SicklyBodyHandUp_SicklyFaceMaskHappy:false	0				Celia_House	Sun052	null	
Sun052	You’ve worked hard.		Eliza_SicklyBodyHandDown_SickHeadFlowerWorriedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:true	0				Celia_House	Sun053	null	
Sun053	Yes.		Eliza_SicklyBodyHandDown_SickHeadFlowerDefeatedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:false	0				Celia_House	Sun054	null	
Sun054	You’ve always worked hard.		Eliza_SicklyBodyHandDown_SickHeadFlowerDefeatedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:true	0				Celia_House	Sun055	null	
Sun055	…Maybe…		Eliza_SicklyBodyHandDown_SickHeadFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:false	0	Rustle2			Celia_House	Sun056	null	
Sun056	You should rest.		Eliza_SicklyBodyHandDown_SickHeadFlowerWorriedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:true	0				Celia_House	Sun057	null	
Sun057	I can’t…		Eliza_SicklyBodyHandDown_SickHeadFlowerDefeatedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Sun058	null	
Sun058	*She proceeds to pull me down, allowing her head to rest upon mine.*		Eliza_SicklyBodyHandUpPalm_SickHeadFlowerDefeatedOpenedMouth:true	Celia_SicklyBodyHandUp_SicklyFaceMaskNeutral:true	0				Celia_House	Sun059	null	
Sun059	Thank you for trying so hard.		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerSurprisedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:true	0				Celia_House	Sun060	null	
Sun060	(<i>I didn’t try hard enough… I didn’t-</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerWorriedClosedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:false	0				Celia_House	Sun061	null	
Sun061	Go on and sleep. Nothing will hurt you anymore.		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerWorriedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:true	0				Celia_House	Sun062	null	
Sun062	(<i>So sleepy…, so… tired, can’t..keep my… eyes..open….</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerDefeatedClosedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:false	0				Celia_House	Sun063	null	
Sun063	*Feeling nothing but warmth, I drifted off to sleep*		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerCalmClosedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:false	0				Celia_House	Sun064	null	
Sun064	Cece…?		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerCalmOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:false	0				Celia_House	Sun065	null	
Sun065	*Giggle* I haven’t heard that nickname in a while…		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerCalmClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:true	0				Celia_House	Sun066	changeLoc	
Sun066	I’m feeling pretty tired myself. I think I’ll take a nap too.		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerCalmClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskWorried:true	0				Tent	Sun067	null	
Sun067	Don’t worry, I promise I’ll still be here when you awake.		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerCalmClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:true	0				Tent	Sun068	null	
Sun068	I’ll see you soon…		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerCalmClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:true	0				Tent	Sun069	changeLoc	
Sun069					0				Black_Screen	Sun093	changeLoc	
Sun070	After frantic trial and error with the blue flower, a vial of liquid glowing blue sits on a stand.				0				Tent	Sun071	null	
Sun071	Various ingredients, papers, formulas and even tools litter the table.				0	Glass_Bottle			Tent	Sun072	null	
Sun072	Torn paper and failed vials spread on the floor. The results speak for themselves.				0				Tent	Sun073	null	
Sun073	(<i>This is it. This is the final opportunity that I have. I need to get to Celia now.</i>)		Eliza_SicklyBodyHandUpPalm_SickHeadNOFlowerSmileClosedMouth:true		0				Tent	Sun074	changeLoc	
Sun074	(<i>Celia looks so weak, I must be fast</i>)		Eliza_SicklyBodyHandUpPalm_SickHeadNOFlowerAngryClosedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Sun075	null	
Sun075	Celia don’t get up. Here drink this, please.		Eliza_SicklyBodyHandUpPalm_SickHeadNOFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Sun076	null	
Sun076	*I lift her weak head and start to feed her the vial derived from the flower she gave me.*		Eliza_SicklyBodyHandUpPalm_SickHeadNOFlowerWorriedClosedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Sun077	null	
Sun077	*I wait a few minutes but nothing changes.*		Eliza_SicklyBodyHandDown_SickHeadNOFlowerWorriedClosedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Sun078	null	
Sun078	*I close my eyes. Tears fall down my face.*		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedClosedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Celia_House	Sun079	null	
Sun079	*Suddenly, I feel a hand wiping away the tears that I shed, and I open my eyes to the sight of Celia smiling up at me like there wasn’t a care in the world.*		Eliza_SicklyBodyHandDown_SickHeadNOFlowerSuprisedClosedMouth:true	Celia_HealthyBodyHandDown_HealthyHeadSmileMouthClosed:true	0				Celia_House	Sun080	null	
Sun080	“Hi”		Eliza_SicklyBodyHandDown_SickHeadNOFlowerSuprisedClosedMouth:false	Celia_HealthyBodyHandDown_HealthyHeadSmileMouthOpen:true	0				Celia_House	Sun081	null	
Sun081	“Hi”		Eliza_SicklyBodyHandDown_SickHeadNOFlowerSuprisedOpenedMouth:true	Celia_HealthyBodyHandDown_HealthyHeadHappyMouthClosed:false	0				Celia_House	Sun082	null	
Sun082	“I haven’t seen you cry this much since when we were children.”		Eliza_SicklyBodyHandDown_SickHeadNOFlowerSuprisedClosedMouth:false	Celia_HealthyBodyHandDown_HealthyHeadSmileMouthOpen:true	0				Celia_House	Sun083	null	
Sun083	“I thought I lost you. I thought I lost my whole world.”		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedOpenedMouth:true	Celia_HealthyBodyHandDown_HealthyHeadSmileMouthClosed:false	0				Celia_House	Sun084	null	
Sun084	“Oh? I’m your world am I?”		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedClosedMouth:false	Celia_HealthyBodyHandDown_HealthyHeadSmileMouthOpen:true	0				Celia_House	Sun085	null	
Sun085	“I guess it’s fitting if you’re mine in turn then”		Eliza_SicklyBodyHandDown_SickHeadNOFlowerDefeatedClosedMouth:false	Celia_HealthyBodyHandDown_HealthyHeadHappyMouthOpen:true	0				Celia_House	Sun086	null	
Sun086	(<i>I have never seen her smile so bright and mischievous</i>)		Eliza_SicklyBodyHandDown_SickHeadNOFlowerSmileClosedMouth:true	Celia_HealthyBodyHandDown_HealthyHeadHappyMouthOpen:false	0				Celia_House	Sun087	null	
Sun087	“It works! The cure works!”		Eliza_SicklyBodyHandDown_SickHeadNOFlowerSmileOpenedMouth:true	Celia_HealthyBodyHandDown_HealthyHeadHappyMouthClosed:false	0	Rustle			Celia_House	Sun088	null	
Sun088	“All because of your gift to me Celia. All because of your gift….. Thank you Celia.”		Eliza_SicklyBodyHandDown_SickHeadNOFlowerSmileOpenedMouth:true	Celia_HealthyBodyHandDown_HealthyHeadHappyMouthClosed:false	0				Celia_House	Sun089	null	
Sun089	“Thank you for all you’ve been, all you are, and all you are going to be.”		Eliza_SicklyBodyHandDown_SickHeadNOFlowerSmileOpenedMouth:true	Celia_HealthyBodyHandDown_HealthyHeadHappyMouthClosed:false	0				Celia_House	Sun090	null	
Sun090	*Celia grabs my face and pulls me to her, to her lips.*		Eliza_SicklyBodyHandDown_SickHeadNOFlowerSuprisedOpenedMouth:true	Celia_HealthyBodyHandDown_HealthyHeadSmileMouthClosed:true	0				Celia_House	Sun091	null	
Sun091	“Was that a proposal Eliza? If it was then I accept”		Eliza_SicklyBodyHandDown_SickHeadNOFlowerSuprisedClosedMouth:false	Celia_HealthyBodyHandDown_HealthyHeadSmileMouthOpen:true	0				Celia_House	Sun092	changeLoc	
Sun092	*I can’t help but blush and my mind drifts to whatever future we have. I know that no matter what happens, we will forever have each other.*		Eliza_SicklyBodyHandDown_SickHeadNOFlowerSmileOpenedMouth:true	Celia_HealthyBodyHandDown_HealthyHeadHappyMouthClosed:false	0				White_Screen	Sun093	null	
Sun093	Time does not pause for the weary, nor does it wait for certainty				0				White_Screen	Sun094	null	
Sun094	The days have passed like breath on glass.				0				White_Screen	Sun095	null	
Sun095	Fleeting, fragile, and real.				0				White_Screen	Sun096	null	
Sun096	Choices were made in silence, actions taken in faith, in fear, in love.				0				White_Screen	Sun097	null	
Sun097	And now, as the final light seeps in, the story finds its close.				0				White_Screen	Sun098	null	
Sun098	Not all answers are given.				0				White_Screen	Sun099	null	
